ID,Name,Genre,Description
184, Robot Holocaust (1986) , sci-fi ," Neo, a drifter from the atomic-blasted wastelands, arrives with his klutzy robot sidekick at a factory where slaves labor to fuel the sinister Dark One's Power Station. There, he meets a comely woman who convinces him to help rescue her scientist father, who has invented a device that can break the Dark One's control over the slaves. Gathering a motley crew of allies on the way, Neo and pals travel to the Power Station, where they confront the Dark One's evil servants."
185, Colony Wars: Vengeance (1998) , sci-fi ," Set in 4671, a century after the events of Colony Wars. In the canonical ending, the League of Free Worlds successfully fights the Earth Empire's Colonial Navy into a last stand in the Sol system, where the Navy surprisingly holds their ground. The League pulls out all forces from the system and closes the warp hole, cutting Sol off from the universe. Now devoid of access to fresh resources as a result of the closure, the Empire degrades into civil war over the succeeding decades. Only the appearance of a man named Kron and his brand of anti-League propaganda somehow keeps the Empire together."
186, Unidentified (2006) , sci-fi ," A pair of enterprising young reporters from ""Both Sides"" magazine are sent to Texas to investigate a rash of UFO sightings. Their investigation reveals a supernatural element that forces a wedge between the two reporters. As they pursue their separate and conflicting theories, their lives begin to change."
187, Replicant Terminus (2017) , sci-fi ," It is now 2050-Your world, on earth/Terra. The year is 2050, The 4th world war ended 20 years ago, 2030, and humanity is now under the control of the 'mind of terra' one world government order. The MOT is responsible for ""maintaining humanity"" and protecting terra from off world, OW, influences, MOT is a government of council seats/chairs from all over the planet to maintain 'order, law, justice, humanity, science and clarity.' They move with impurity, swiftness and secrecy. Despite their "" control and order"" the rebellions wage and terra is breached regularly keeping the blade runners, office of replicants, safety , ORS, very active and busy."
188," ""The Strange & Mysterious Life of Jackson Bean"" (2015) ", sci-fi ," Due to a sudden shift in the global climate, the world as we once knew it has suffered catastrophic circumstances. The survivors have sought refuge in massive underground bunkers where they live and thrive. That is, until Jackson Bean wakes up from his dream."
189, Mindbenders (2004) , sci-fi , Innovative surrealistic sci-fi thriller about three wayward young women with extraordinary powers being hunted by mysterious agents from a secret institute as they try to make sense out of their lives in a crazy world they don't understand. Great fight scenes and a surprise ending you have to see to believe.
190," ""Gunblade"" (????) ", sci-fi ," An evil scientist named Dr. Dexter and his supercomputer OLYMPUS unleash a sealed evil clan called the Gothic, causing untold destruction and threatening the human race to extinction. A special six member task force called the Gunblade Team is formed, using special smart phone devices called GB Drives to summon app weapons and powered exosuits to perform superhuman feats to combat this threat."
191, Night Traveler (2013) , adventure ," Night Traveler: Prophecy of the Elder follows musician Jake Whitman on a journey of discovery and adventure. After being fired from his only steady gig, Jake is lured down a dark dirt road by a ghostly apparition, causing him to wreck his motorcycle. Rescued by an elderly Native American, Jake is introduced to the origin of dreams, where four challenges will stand between destiny and destruction..."
192, Wasteland Wars (2017) , adventure ," Guide our hero, Brimstone - in an epic quest across the Wasteland in search of rogue Weepers! Avoid impending doom on your journey as you drive Brim throughout the deepest, darkest route Hell has to offer! Control the ""Main Man from the Wasteland"" in an all out firefight against demons, creatures and competing Borderhound units straight from the hit comic book, ""Brimstone and The Borderhounds."""
193," ""Lost in the Game"" (2016) ", adventure ," A group of teenagers receive mysterious invitations to attend a summer camp. At first glance it appears to be a regular survival camp where the kids take on various physical challenges, but one by one some of the children are secretly taken to a hidden part of the camp. While the others think they've been sent home, the chosen few are introduced to an incredible virtual reality game where they face new challenges in the Middle Ages. Before long, those left behind begin to get suspicious, wondering what's really happened to their friends and why the camp staff are so secretive about the strange man living in the mansion in the woods."
194, The Mandala (2000) , adventure ," When an appraiser tells a proud owner that his priceless antique is really a phony, the stage is set for vengeance and several cute woman are tied and gagged as a result. In the second story, a saleswoman sends a stressed telemarketer into a bondage frenzy."
195, Dangerous Diva's Naked Prisoners (2009) , adventure ," Pretty blondes who possess family heirlooms are no match for Dangerous Diva, a masked, cat-suited villainess, her likes to strip, bind and gag her victims after relieving them of their valuables. In the next vignette, DD re-steals an incriminating tape from a femme fatale then fondles the beautiful blonde who is bound and helpless in her shower. In the final story, the Diva is more interested in toying with her naked prisoner than in stealing her goodies."
196, Stripped for Bondage (2011) , adventure ," A beautiful hostage is rescued by an unlikely heroine, who transports her to another location then fondling her helpless bound and gagged victim. When a woman tries to rescue her woman whom she finds bound in their garage, she becomes the villains' next victim. A party girl, a naive woman and two busty babes also find themselves tied with taut ropes and silenced by cloth or tape."
197, The Flamingo Lamp (1999) , adventure ," When an antiques collector learns that a beautiful blonde possesses a valuable lamp he dispatches an beautiful crook to steal it. She captures a saleswoman and, leaving her bound and silenced, poses as a cosmetics expert to gain entry to Nicollette's house. Unfortuately a burly thug who is also intent on stealing the lamp breaks in and leaves the two ladies writhing in tight ropes and gags. In the second story, two prisoners break out of jail and decide to kidnap their former girlfriend and hightail it to friendlier climes. Connie doesn't want any part of either of her former beaus, but is kidnapped, bound and gagged by the rival crooks"
198," ""Treasure Hunters"" (2011) ", adventure ," Treasure Hunters (Arabic: Mustakshiful Kunooz) is an adventure/travel documentary series that explores the hobby/sport of geocaching, the global GPS treasure-hunting game, and introduces it to Middle Eastern audiences. With the region housing the world's most difficult and extreme hides, the Treasure Hunters team embarks on an adventure to find a new cache every week!"
199, Kara Murat: Devler Savasiyor (1978) , adventure ," Fatih Sultan Mehmet finds out about the turmoil in Mora. The Greek Kani Pasa blames the vizier but Kara Murat tells the Sultan That Kani Pasa wants to take the vizier's position. Fatih Sultan Mehmet gets furious and issues an edict to kill Kara Murat. Murat goes to Mora, to protect the governor Tugrul Bey. However, The Greek Pasa's brother Davut kills Tugrul Bey. Murat takes his revenge. He mixes amongst the people of Mora and helps them. Murat meets Zeynep, daughter of the ex-governor and they fall in love. Letters showing the slander of the Greek brothers are found. When Davut imprisons Zeynep, Murat fights for her and saves her. Murat takes the letters to Fatih. Fatih understands that Kara Mrat was right from the beginning."
200, Prescription for Peril (1999) , adventure ," Fearing he will become a government informant, the mob decides to knock off its former boss when he goes into the hospital for an operation. They plant several hit-women as nurses with orders to make his murder look like an accident. Agent N and Sabrina are charged with protecting the former mob boss and capture a bevy of nurses to ensure his safety. Soon the would-be killers escape and our heroines are in their clutches. Will truth and right prevail?"
201, Brad Cuts Loose (2017) , short ," Brad, an uptight office drone, seemingly discovers the perfect vehicle for letting off steam when an advertisement for a business catering to his innermost desires pops up one morning on his computer. Brad's subsequent visit to the business and encounter with its receptionist Janine, however, don't quite go as planned."
202, Begegnung mit Fritz Lang (1964) , short ," Interview with Fritz Lang on the roof of Villa Malaparte on Capri during the filming of the fictitious film ""Odysseus"" and the filming of ""Le mépris"" by Jean-Luc Godard, in which Fritz Lang plays the role of an old film director called Lang. Interview with Fritz Lang on the roof of Villa Malaparte on Capri during the filming of the fictitious film ""Odysseus"" and the filming of ""Le mépris"" by Jean-Luc Godard, in which Fritz Lang plays the role of an old film director called Lang. During the interview, excerpts from the long films ""The Nibelungen"", ""The Tired Death"" and ""M"" are shown."
203, La capsula (2009) , short ," Italian millionaire Moritz Craffonara dreams about 'a bed under the stars'. He asks his friend Ross Lovegrove for help and the British designer constructs something that nobody thought was possible: a floating space capsule on top of a 2100 meter mountain in the heart of the Alps. The project was named ""Alpine Capsule"" and gained media attention all over the world. But eventually it is something way bigger: It became Moritz' monument. A documentary about the limits of modern technology and the human fear of being forgotten."
204, Holiday Greetings 1941 (1941) , short ," Lewis Stone urges movie-goers to appreciate those in the US armed forces who will be spending the holidays overseas, away from their families. On behalf of everyone in motion pictures, he wishes them ""a very happy, and a free, holiday."""
205, The Bourne Identity: Cloak and Dagger: Covert Ops (2004) , short ," We hear from CIA officer Chase Brandon as he talks about the agency's set-up, the work of field operatives, and his thoughts about depiction of various elements in the film. As with its predecessors, this show remains superficial, but it gives us an enjoyable and concise piece."
206, The Bookartist (2015) , short ," The aspiring artist Robert Nippoldt has a vision: He wants to make a book. It shall be bright and bold - and bring him wealth and glory. Quickly, the publisher is won over and the artist is able to begin his work. Has he bitten off more than he can chew? The true story about the creation of an award-winning book."
207, The Sessions (2017) , short ," Inspired by Anton Chekhov's play, Three Sisters, The Sessions follows a contemporary trio of sisters after their English Professor mother has died. They decide to talk about everything in an attempt to avoid the tragedies of the great Russian play they grew up hearing about and being compared to.."
208, Scars (2017/II) , short ," A experimental documentary in five acts about the sci-fi artist Lars Mikkes and his creative process, feelings and consciousness. The artist is working on a painting for a customer while meeting neurotic emotions and new experiences. He must face the general consequences or benefits of being an artist."
209, How to Tie a Tie Video (2006) , short ," How to Tie a Tie Video teaches viewers how to project a successful professional appearance with instruction on tying tie the Windsor, Half Windsor, Four-in-Hand, Pratt Knot and Bow Tie."
210, In Her Eyes (2011) , short ," The story surrounds the boyfriend; having met his girlfriend by accident, saving her from a box dropping at the grocery store is now facing the reality of their relationship where in fact, he isn't a hero but a normal guy. The girlfriend becomes his source of motivation to take bigger steps in life and believe in his goal to move forward as applying at a prestigious University."
211," ""Scrapheap"" (1998) ", game-show ," A show in which, each week, two rival teams are given the task of building some kind of machine, in one day, using only the items found in an unusually well-stocked scrapyard. Machines constructed to date have included trebuchets, hovercraft, rockets, gliders, cannons and diving suits."
212," ""Tien voor taal"" (1990) ", game-show ," Two teams of usually well-known professionals from one sphere of life, one Dutch and one Flemish, play for points in a number of games -the set changes per season- testing their mastery of the Dutch language, e.g. etymology, sayings, spelling, and some more creative tasks. Each team's individual champion participates in the final, starting from the team's previous total of points, which consists of multiple-choice meanings of words against the clock."
213," ""It's a Knockout"" (1985) ", game-show ," ""It's a Knockout"" was a loud, colourful and downright silly game show that was a hallmark of 1980s Australian television. Small town representatives from Victoria, New South Wales, South Australia and Queensland would battle it out on all sorts of ridiculous physical contests."
214," ""Anyone Can Win"" (1953) ", game-show ," Moderated by well-known cartoonist and humorist Al Capp, this program featured a panel of four celebrity contestants who would answer trivia questions on a variety of topics. Before the start of the show, audience members would chose which celebrity guest they thought would answer the most questions. Those who picked the right person would each receive a large cash prize."
215," ""Pontoon Payday"" (2015) ", game-show ," Host Frank Nicotero invites partiers aboard a boat to win money by answering trivia questions. Contestants compete as teams of two or three and must answer three questions correctly to win $500. They are allowed one free wrong answer, but if they get a second question wrong, they must undergo a punishment, such as eating worms, having an eyebrow shaved off, or being zapped with a stun gun, in order to continue in the game. Teams who win $500 then have the option to double their winnings by choosing from two coolers, one of which contains $1,000."
216," ""Grand Slam"" (2003) ", game-show ," The ultimate quiz show, Grand Slam pitted the former winners of the main TV quizzes (Mastermind, Fifteen-to-One, Countdown, etc.) against one another, face to face. Grand Slam was the toughest quiz on television, testing all aspects of mental agility and requiring contestants to put their money where their mouths are - each contestant paid one grand in order to take part - and the winner took all."
217, Spelling Night in Canada 2012 (2012) , game-show , The 21 finalists from across the country face- off and go word for word and letter for letter in an effort to be crowned Canada's National Spelling Champion.
218," ""Yahtzee"" (1988) ", game-show ," Two teams of three contestants competed with 5 celebrities. Host Marshall introduced six numbered questions, and the captain of one of the teams chose one. The question would be read to the celebrities, and they'd write their answers. Each contestant would then face one celebrity and try to guess their answer. After each celebrity's answer was guessed, right or not, the opposing team chose one of the five remaining questions and play continued. When each team had a chance, the one who scored more matches (or a tiebreaker, which was a buzz-in question between the captains) rolled five dice. The dice were regular, except for the fact that one number on each side was replaced by a ""WILD,"" which could become any other number on the table. If a Yahtzee (five of a kind, with or w/o ""WILD""s) was rolled, that team won the game. Otherwise, the captain chose some numbers to hold aside for later. Round two was played the same. If the team that won Round One won Round 2, they got to build on their held numbers by rolling all five dice again (A major difference from the board game.) If a Yahtzee was established, that team won. Otherwise, Round Three was played. Round 3 had a few differences. The winning team got two rolls instead of one, and the dice could be passed to the other team as well. Whichever team was closer to a Yahtzee after this round won. If there was a tie, a regular tiebreaker was played for the match. Two different bonus games were used in the show's nine month run. In the first, a new sequence of matching was played. For each match, the team got a roll, with a guarantee of one. Then the team was shown the ""YAHTZEE"" letters. Each letter had a money amount. Four had $5,000, two had $10,000, and one had $25,000. After the pick, the dice were brought out. If Yahtzee was made in the first roll, the team won $100,000. Otherwise if a Yahtzee could be made within the earned rolls, the chosen amount was won. In the second, the only difference was that 5 ""WILD""s had to come up for $100,000."
219," ""Benchmark"" (2015) ", game-show ," A show where one person has a go at guessing whether the number of something (E.g. How many adults in the UK own a mobile phone?) Is higher or lower than the average of 10 others who guess along with the player, however these aren't actually part of the competition."
220," ""Hot Tub Ranking"" (2005) ", game-show ," Presented by seductive Japanese mistress Mia, this game sees a group of men (hidden behind mirrored glass) ranking a group of women on the basis of various physical attributes. Unable to hear the men, the women must rank themselves in the order that they think the men will put them. For every position they are correct about they win Ł500 cash."
221, One Step Away (1985) , crime ," Ron Petrie (Keanu Reeves) is a troubled teen whose life is hanging by a thread, as he's on the verge of suspension from school, subject to arrest for breaking and entering, and the cause of his single mother's impending eviction from her apartment. Unless he can find a resolution, his only option seems to be life of street crime."
222, Hooligan Legacy (2016) , crime ," Four men, no strangers to unlawful transgressions, execute a daring football stadium robbery, but the volatile dynamic soon turns sour when the leader of the group becomes paranoid and begins to self destruct. Years later, after a stint in prison, the villainous leader is unrelenting in his path to retribution, he wants his years back and will take them from all of the men who know the true reasons for his prolonged captivity."
223," ""Dueling Honey Trappers"" (2013) ", crime ," Anthony and Corrine are seduction artists hired by spouses to trap their partners into cheating, so they can make a divorce case against them. After discovering they are working for the same couple that has secretly hired the other for their spouses, Corrine tries to convince Anthony to drop his client. Unfortunately, Corrine's feelings for Anthony give him the upper hand."
224, The Gun Run (????) , crime ," Gun, A low-end, but knowledgeable gunrunner, and his temperamental partner, Bully, earn a living selling firearms in shady motels. Throughout their day, they encounter all sorts of unusual clientele, which includes a serial killer, undercover cops and many more. The story follows the duo on their final gun run, as they dash all over the city, checking off their list."
225, The Gentle Trap (1960) , crime ," On his first burglary, a locksmith finds himself on the run after his accomplice is run down by another band of thugs after the haul. Realising that his girlfriend has double-crossed him for a seedy nightclub owner, the lad ends up with the loot in a flat above a clip joint hiding out from both police and crooks. But the girls living there seem about as trustworthy as his own bird turned out to be."
226, Cinq tulipes rouges (1949) , crime ," During the Tour de France, five champions, all wearing the yellow jersey, are assassinated. Each time , the murderer leaves a red tulip close to the victim as a signature. Police inspector Ricoul and die hard female sports writer Colonelle will join efforts to unmask the culprit."
227, The Businessman (????) , crime ," They come from everywhere, eyes on the prize, wanting the biggest slice of the American pie... It's 1991 when 20-something BORIS, a refugee from the recently collapsed Soviet Union, arrives with his parents in New York City. He is exactly like every other immigrant - wide-eyed, in culture shock, and overwhelmed by the heady mix of opportunity and obstacle. But even a miserable start in the projects can't stop his ambitious, resourceful young mind. Forging a team with fellow USSR homies ALEX, MARK and GARIK, together they embark on Boris' first scheme: gambling tables on the boardwalk in Brighton Beach, Brooklyn, heart of the Russian community. His successful but short-lived ""business venture"" is soon busted by the FBI, by SPECIAL AGENT ROBERT LUTSENKO, a first-generation Russian-American. But not before attracting the attention of AGRON, Russian Godfather of Brighton Beach, who offers Boris his protective services. ""Consider it a sort of... insurance,"" he advises. Headstrong, Boris and his cohorts resolve to go their own way. When Boris hatches an even more lucrative idea, it seems that the American dream has finally materialized. But soon after, mysterious and sinister events ensue: beatings, arson, explosions... Boris quickly realizes the brutal truth of Brighton Beach - if not the entire world - that you can't survive without the right allies. So he compromises both his profit margin and his principles and strikes a deal with the Russian mob. Although his high-tech scam takes off like a Sputnik rocket, jealousy (aka MARAT and his thug OLEG) threatens to bring it crashing down. Ever resourceful, Boris finds the solution to his problem in the sorrows of Agent Lutsenko, whose young son has a terminal illness requiring expensive foreign treatment. Boris has the money, Robert the inside information, so the two form a devil's bargain that leads to the destruction of Boris' rivals. From immigrant wunderkind to the Don of Brighton Beach, with all the perks, the dangers, and the responsibilities, Boris has made a speedy transformation. He marries the gorgeous gold- digger RACHEL and travels the world in search of the next, new 'naches'. But in the end, what equals success? What does Boris really have? Junkie friends, a bitch of a wife, snobbish in-laws who despise his roots. But for certain men of business, there is no cure. No matter how many candles they light in church, there is no forgiveness... and it is up to Boris to draw the line. But will he? And what if it is already too late?"
228, The Skeleptica Effect (2009) , crime ," A band of chosen criminals are paired up to pull off a number of heists, in one day. But things go awry when one member decides to alter all plans for selfish gain while simultaneously, he deals with psychotic fits called ""Skeleptica"" which split his personality."
229, Khuli Khidki (1989) , crime ," Businessman S.K. Dharampal lives a wealthy lifestyle in India along with his socialite wife, Shobha, a college-going son, Vijay, and a well-endowed house-maid named Chhamiya. He does not approve of his wife spending too much time away from home, usually at gyms and Mahila Mandal meetings. To make matters worse, he is asked to meet with Dr. A.K. Jayant, a Psychiatrist, who had apprehended Vijay peeping on women who were being intimate with their spouses. The doctor asks Mr. Dharampal and Shobha to keep a close eye on the sexually aroused Vijay and ensure that he does not do this again. Dr. Jayant is also concerned about Vijay as he finds his pretty daughter, Neetu, has fallen in love with him. Then Mr. Dharampal gets a visit from the Police - who claim that Vijay is on the run after killing a woman named Nisha Sahay, who is the wife of Avinash, and a close friend of Shobha. The question remains did Vijay really kill Nisha, and if so, what was his motive?"
230, Os Amores da Pantera (1977) , crime ," During an orgy of millionaires, a woman is mysteriously kidnapped and killed. The crime causes quite a stir in local society, as the investigations points to a very known addicted playboy. Although it's never said, the film is vaguely based on a real case happened in 1975, when socialite Ângela Diniz was killed by her lover Doca Street, in Búzios, Brazil."
231, Magika (2010) , musical ," ""Magika"", Malaysia's first musical feature film, tells the tale of two siblings Malik and Ayu as they embark on a journey in a surreal mythical world, where trees, animals and all flora & fauna converse... where good & bad are portrayed in a muted, non-violent manner. Their fairytale adventure takes us through popular Malay legends and myths, encountering numerous characters from Malay folklore such as Orang Bunian, Nenek Kebayan, Jin, Badang, Naga Tasik Chini, Hang Tuah and others... and last but not least, where Ayu and Malik discover the importance of family to overcome their fears in the mysterious, magical and musical world of ""Magika"""
232, Vancouver Tango Festival 2012 (2012) , musical ," Capturing the efforts that Vancouver tango community has been putting over the past year for the preparation of Vancouver tango festival (one of the biggest Argentine Tango Festivals in Americas). In addition, eager tango dancers attending over 40 workshops and training with the masters share their experience with the audience. Tango masters interviewed and finally, showcasing beautiful performances by International Tango Masters from different countries in one night."
233, Mearra: Selkie from the Sea (2015) , musical ," Mearra - Selkie from the Sea presents an enigmatic and bittersweet story of love, loss, and transformation that begins with Mearra, a young Selkie maiden, falling in love with Ian, a lonely fisherman entranced by her beauty. Mearra bids farewell to her life in the sea, marries Ian, and starts a family. However, seven years later, the sea inexorably calls for Mearra's return."
234, Introducing Kaye: Romantic Loner (2013) , musical , A video artist/soul singer soul searches at an art residency after a series of failed relationships.
235, Canadian Pakistani Music Videos (2015) , musical ," Pakistan goes one step ahead of India in film and music industry by acquiring Hollywood and North American style of film making and embracing cultural norms to step away from Bollywood and rise above internationally in the world. Some films and musicals were first theatrically released in local gala, fashion show, cocktail party and nightclub events in Canada in 2012 and 201. All films were then formatted and officially released in 2014 and 2015. Omer Pasha's double feature The Soul of Cole (Musical) recently won an Award at the IndieFest Film Awards in La Jolla, San Diego, California. The films and music videos cover themes of love, dance, fashion romance, spirituality and become one step ahead of Bollywood racing into Hollywood norms. This edition ""Canadian Pakistani Music Videos (Pakistani Movie Edit)""contains music videos produced between January 2012 to May 2015 by Omer Pasha."
236, The Tony Fontane Story (1963) , musical ," ""The Tony Fontane Story"" is a dramatization of the life of teen singing idol, recording star and television personality Tony Fontane. It chronicles his rise to stardom, his splashy Hollywood lifestyle and his marriage to glamorous film actress Kerry Vaughn. The film focuses on the 1957 auto accident that nearly killed him and, consequently, resulted in his conversion to Christianity and abandonment of his popular career for one as a gospel singer."
237, What a Crazy World (1963) , musical , Unemployed East End lad Alf Hitchens has an on-off relationship with his girlfriend Marilyn and a dream of hitting the big time in the music business. Cheerful pop musical with a working-class background which uses a number of genuine London locations.
238, Arise Sweet Sarah (2015) , musical ," As told through a powerful combination of song, dance, narration and symbolism, Arise Sweet Sarah shares one woman's journey of choices and rise to healing in the arms of her King. Dance with Sarah through the stages of her life and the choices she makes, as she discovers the power of love, forgiveness and joy."
239, Holiday Rhythm (1950) , musical ," A young executive is trying to convince an airline to sponsor a travel show on television, but he's not getting anywhere. When he tells his fiancé that he may have to postpone their honeymoon, she goes off on him, and as he backs away from her he hits his head on a fire extinguisher and knocks himself out. While unconscious he dreams his own version of the show he's trying so hard to sell."
240, The Singing Dead (2014) , musical ," After a zombie apocalypse has claimed Manhattan, the last known survivor, Eve, decides to stop hiding and start facing life after zombies. One day while fighting zombies in East River Park, she finds another survivor, and being literally the only man/woman in each other's lives, they begin a new life together; Fighting zombies and repopulating The Earth."
241, Black Friday: Dark Dawn II (2014) , war ," In this sequel film to the Black Friday: Dark Dawn series, watch how the Marine Corps turns raw recruits into certified members of the world's most lethal fighting machine. Follow Senior Drill Instructor SSGT Nichols and his elite team for an exclusive behind-the-scenes look at United States Marine Corps boot camp. Learn what it takes to earn a position in the most feared and respected military force ever seen. Could you survive the toughest recruit training imaginable?"
242, Jeungeon (1974) , war ," Lieutenant Jang has plans for the weekend with his girl, but masses fighter planes from North Korea suddenly fill the skies of Seoul. It's June 25, 1950; the start of the Korean War. Despite the South's defense, the North Korean army bests them with high tech weaponry. We go from the invasion, all the way through the brutal battles to reclaim territory. The tragedy of war all told through personal experience."
243," ""Da Jue Ze"" (2012) ", war ," The summer of 1937, the Japanese launched an all-out war of aggression, Peking was surrounded on three sides, is at stake. Boston University professor Wu Mingtai patriotic scholars, regardless of yellow orchids lovers opposition, and his assistant Shu Lijuan resolutely embarked on a return journey back to China. After return to Peking, Wu Mingtai stepped in as Peking University Beijing, for crushing Japanese militarism ""Great East Asian culture strategy,"" Liu Jian personally led white, still Wenjing, Chan King Zhuang patriotic scholar overcame hardships humiliation, moved to the University of Southern Changsha, finally arrived in Kunming, the protection of a large number of students."
244, Citizen Soldiers (????) , war ," Young UPI correspondent, Mike McGreevy is assigned to cover the veteran 28th Infantry Division. Battered and bloodied in Normandy and the Huertgen Forest, the 28th Infantry, nicknamed The Bloody Bucket, is resting in a quiet sector, called The Ghost Front, where nothing ever happens. But, things aren't going to remain quiet much longer. The German Army is planning its last great offensive of World War II, a battle that will hopefully turn the tide of the war on the Western Front. Meanwhile, U.S. Army Intelligence is beginning to gather information that leads them to believe the Germans may be planning something gigantic. Some of the most vital information is brought in by a young Luxembourg woman, named Marguerite Lindenhauser. A member of the Resistance, Marguerite has seen the German buildup first hand. To confirm her information, the Americans send out a reconnaissance patrol. Mike McGreevy accompanies a squad of tough combat soldiers who are led by Staff Sergeant John Sneed, a veteran squad leader. The patrol turns into a nightmare, as the soldiers and McGreevy battle the Germans and the elements, while stumbling upon intelligence that can change the course of history. As Sneed and the surviving members of the patrol race back to their lines and deliver the information, they're given one last mission: HOLD AT ALL COSTS against the German onslaught."
245, Flight 208 (2007) , war ," An experiment in style & thought, it travels in space and time, spanning across more than two hundred persons, cutting across cultures and nations, in just about 5 minutes. A fast paced audiovisual experience that reflects upon the pace of life and the death of reasoning around us. A dream, a thought, a cutting monologue (or a multi-logue) ...whatever it is, it takes one through a most unusual flight."
246, Tren (1978) , war ," A young man from the banks of the Ibar River goes to the revolutionary war. It turns out to be one of the key moments that will later leave marks on his life. The war conflict runs along with his intimate, internal conflicts of his own. He feels the need to think as a human being despite the horrors surrounding him. Such is the deeply embedded need of this man - the need for love, understanding and justice."
247, Geojedo: The 3rd Frontline (2017) , war ," The Geojedo P.O.W camp (prisoner of war camp) was established in 1950 when the Korea war end. All prisoners were Koreans, however, they were devided by two ideologies - communism and capitalism and came into conflict each other. In 1952, communist prisoners kidnapped General Dodd, the head of camp, to negotiate their return to north Korea. The Korea-US Combined Forces Command decided to infiltrate special agent Hoseon Kim to rescue general and put down riot. 'STUDIO MACRO GRAPH' produced the incident of abduction that took place at Geojedo P.O.W, Camp in 1952 as First Person View (FPV) interactive VR cinematic contents through cinematic direction and the element of interaction with the audience."
248, Dom Zauvijek (2012) , war ," During the Homeland War (1991-1995) Croatia was devastated with estimates ranging from 20-25% of its economy destroyed. Tens of thousands were killed and many more were left homeless. Through the voices of common people, Homecoming tells a story about the raise of a small, invisible Balkan country with enormous natural and human beauty from the ashes of terror; the country which still bears the scars, both physical and psychological, of the conflict during the War of Independence. It reflects upon a part of history that, although can never be changed, has molded and influenced a generation in a positive way."
249, Siroko je lisce (1981) , war ," The action takes place in 1943 and today, and a Partisan school in Srem is in the center of action. A young journalist gets appointed to shoot a film report about the participants in the Liberation War from this area. In Srem village she meets common, simple people. She discovers that a free territory and a Partisan school was there. She also finds out that everybody acted as one. Deply going through all of those events, young reporter grows mature, identifying herself with the revolution participants."
250, Bataan (1943) , war , Japan has just invaded the Phillipines and the US Army attempts a desperate defence. Thirteen men are chosen to blow up a bridge on the Bataan peninsula and keep the Japanese from rebuilding it.
251, It'll Happen (2007) , romance ," It'll Happen Brent Marshall is a good-looking college professor, and Sarah Palmer is an attractive writer for a local magazine. In an attempt to find meaningful romantic relationships, they test the dating scene in Monterey. Unfortunately for them, they each encounter a hilarious series of disastrous dates, making them wonder if the search is worth the effort."
252, Zolushka (2008) , romance ," Provincial singer Andrei dreams of fame. When producer offers him a contract, Andrei leaves his girl and goes to Moscow. After the news that Andrei is engaged Natasha tries to find love in marriage agency, but stays in Moscow as a waitress."
253, Thai Girl (????) , romance ," Right after graduation Ben and girlfriend, Emma, embark on a trip to Thailand. It is not long before they come to blows and part ways. Ben is propelled to explore the exotic surroundings of the paradise island of Koh Samet. There he meets mysterious local Fon, a local masseuse on the beach. As Ben and Fon come closer we see what happens when two radically different worlds collide. Is this a summer romance or an encounter that will change their lives forever? Can they overcome their cultural differences and stay together or will Ben leave this fantasy and return to the real world back home?"
254," ""Como ama una mujer"" (2007) ", romance ," An original production filmed in Mexico, ""Como Ama Una Mujer"" is inspired by the lyrics of Lopez' first Spanish-language album of the same name released earlier this year. At the end of each episode, Lopez herself will perform the theme song that inspired that episode. The five part mini-series tells the story of a woman's journey to find her true soul-mate, but with her glamorous life and professional success come heartbreak and betrayals that threaten to break her spirit."
255, Nachavule (2008) , romance ," When a mother tells her son Luv, that he could get anything in life and all he had to do was wish hard for it, little did she know that her son would wish for plenty of girlfriends. Luv also had the notion that getting the first girl was difficult, but after that they would queue up for him. His hunch is right and after he befriends Anu, his life changes and with the new look Anu gives him, girls suddenly find him hot and besiege him. He takes the affection of Anu for granted and flirts with every girl that comes his way. Anu, heartbroken decides to leave him alone and go away. When his mother passes away and his grief-stricken father confides in him about how he had taken the love of his mother for granted all his life, Luv realises how he had taken the affection of Anu for granted. He leaves home to find Anu and set the wrong, right."
256," ""Hooray for Love"" (2011) ", romance ," Kang Jae-mi is the daughter of divorced parents. Her father Kang Hyung-do cheated on her mother Oh Jung-hee, which led to their divorce. He is now married to a much younger woman, Byun Joo-ri, but still has lingering feelings for his ex-wife."
257, Beauty (1998) , romance ," The ""beauty"" is talented painter Alix Miller. Her father, Alexander, is scheduled to go to the isolated Crompton mansion in New Hampshire to paint a family portrait of the mysterious, reclusive author Lee Crompton, but he falls ill and cannot. Alix decides to take his place. Much to her shock, Lee is horribly disfigured from a disease called acromegaly. Still, she has an obligation and so goes on with the painting. But as time goes on, they finds themselves increasingly drawn romantically to each other, despite the enigmatic Lee's own fears."
258, Orange Love Story (2004) , romance ," Jill is a single mother with a sixteen year old daughter, Bianca rebelling against their ramshackle way of life on the edge of Orange, a country town. When Jill's boyfriend Sean has a minor stroke, he recovers with a new zeal for God. Jill nurses him but can't relate to his new persona, and she falls in love with his brother Michael. Michael's guilt drives him to a remote farm where he befriends Craig, who is missing the boy he met and fell in love with... and finally Bianca decides to leave home."
